id	ten	tac_gia	license	so_tam	dinh_dang	tag	loai
WoodenTable_03	Wooden Table 03	Gabriel Radić	CC0 1.0	2298	gltf,blend,fbx	furniture,collection: the_shed,vintage,wood,prop,table,furniture,metal,shelf	models
adjustable_wrench	Adjustable Wrench	Mateusz Sadek	CC0 1.0	5390	gltf,blend,fbx	collection: project_lighthouse,props,industrial,tools,vintage,worn,antique,aged,shed,garage,hand tool,rustic,pipe wrench,monkey wrench	models
alarm_clock_01	Alarm Clock 01	Yann Kervran, James Ray Cock	CC0 1.0	13006	gltf,blend,fbx	props,decorative,rigged,clock,time,alarm,bedside,old,90s,watch,blue,aqua	models
all_purpose_cleaner	All Purpose Cleaner	Kuutti Siitonen	CC0 1.0	4624	gltf,blend,fbx	props,containers,collection: the_shed,shed,cleaning,home,garage,chemicals,household,janitorial,cleaning supplies,sanitation,bottle,cleaner,multipurpose,allpurpose,plastic containers,clutter	models
american_football	American Football	Riley Queen	CC0 1.0	4480	gltf,blend,fbx	props,game,sports,sport,toy,ball,soccer,football,american	models
ammo_box	Ammo Box	DanKit	CC0 1.0	4382	gltf,blend,fbx	industrial,tools,collection: project_lighthouse,old,vintage,antique,metal,rusted,army,military,box,cartridge,storage,machinegun,crate	models
anthurium_botany_01	Anthurium Botany 01	Rob Tuytel, Rico Cilliers	CC0 1.0	4134	gltf,blend,fbx	plants,nature,collection: the_shed,collection: smugglers_cove,nature,bush,leaf,shrub,leaves,forest,plant,green,jungle,outdoor,botany	models
antique_ceramic_vase_01	Antique Ceramic Vase 01	James Ray Cock	CC0 1.0	9408	gltf,blend,fbx	decorative,containers,vases,vintage,antique,pot,fancy,pattern,vase	models
antique_estoc	Antique Estoc	James Ray Cock, Ulan Cabanilla	CC0 1.0	8246	gltf,blend,fbx	props,antique,vintage,old,sword,historic,traditional,ornamental,weapon	models
antique_katana_01	Antique Katana 01	Tal Swicegood	CC0 1.0	6670	gltf,blend,fbx	props,antique,ninja,katana,sword,sharp,blade,japanese,weapon	models
bananas	Bananas	Alexander Shulha	CC0 1.0	46868	gltf,blend,fbx	food,collection: project_lighthouse,nature,banana bunch,yellow,single banana,ripe,fruit	models
bar_chair_round_01	Bar Chair Round 01	Dairon Sanchez	CC0 1.0	14373	gltf,blend,fbx	seating,furniture,bar,pub,stool,tall,wooden,classical,old,vintage,cigar	models
bark_debris_01	Bark Debris 01	Greg Zaal, Jenelle van Heerden	CC0 1.0	362632	gltf,blend,fbx	nature,ground cover,plants,collection: namaqualand,karoo,desert,dry,dead tree,stick	models
barrel_03	Barrel 03	Serhii Khromov	CC0 1.0	1473	gltf,blend,fbx	industrial,containers,industrial,barrel,oil,fuel,truck,painted,blue	models
barrel_stove	Barrel Stove	MP	CC0 1.0	11404	gltf,blend,fbx	industrial,containers,collection: hidden_alley,urban,city,night,fire,heating,outdoor,barrel	models
baseball_01	Baseball 01	Rico Cilliers	CC0 1.0	2712	gltf,blend,fbx	props,ball,baseball,toy,kids,child,sport,stitches,round	models
baseball_bat	Baseball Bat	Enrique Martín	CC0 1.0	2672	gltf,blend,fbx	props,collection: hidden_alley,game,sports,baseball,toy,activities,bat,outdoor sports,competition,outdoor games	models
bench_vice_01	Bench Vice 01	Yann Kervran, Antanas Kep	CC0 1.0	2864	gltf,blend,fbx	tools,industrial,rigged,collection: the_shed,workshop,garage,used,metal,old,shed,woodwork	models
binder_notebook	Binder Notebook	DaDrood	CC0 1.0	18077	gltf,blend,fbx	collection: project_lighthouse,books,props,old,leather,vintage,worn,paper,pencil,pen,journal	models
binoculars	Binoculars	Derek Wight	CC0 1.0	19248	gltf,blend,fbx	collection: project_lighthouse,props,tools,leather,strap,vintage,antique,optical	models
bleach_bottle	Bleach Bottle	James Ray Cock	CC0 1.0	4052	gltf,blend,fbx	props,containers,collection: the_shed,shed,cleaning,garage,plastic,storage,clutter,workshop,household,janitorial,sanitation,plastic containers,supplies	models
bolt_action_rifle_7_62	Bolt Action Rifle 7.62	Mateusz Sadek	CC0 1.0	19985	gltf,blend,fbx	collection: project_lighthouse,weapons,firearms,vintage,worn,old,weathered,aged,gun,scope,bullet	models
bolt_cutters_01	Bolt Cutters 01	Yann Kervran, Antanas Kep	CC0 1.0	6719	gltf,blend,fbx	tools,industrial,props,rigged,collection: the_shed,metal,worn,used,large,workshop,shed,garage	models
book_encyclopedia_set_01	Book Encyclopedia Set 01	John Malcolm	CC0 1.0	67306	gltf,blend,fbx	props,decorative,books,bookshelf,books,library,reading,encyclopedia,set	models
boombox	Boombox	Thomas Paul Mouilleron	CC0 1.0	10168	gltf,blend,fbx	appliances,electronics,collection: hidden_alley,loudspeaker,radio,cd player,stereo,80's,sound system,portable	models
boulder_01	Boulder 01	Rico Cilliers	CC0 1.0	123976	gltf,blend,fbx	rocks,nature,collection: verdant_trail,rocks,boulder,lichen,landscape,rock,geology,formation,weathered,rock face,cliff	models
brass_blowtorch	Brass Blowtorch	Ulan Cabanilla	CC0 1.0	11750	gltf,blend,fbx	props,tools,blowtorch,industrial,workshop,garage,weld,welding,automotive,repair shop	models
brass_candleholders	Brass Candleholders	Tina	CC0 1.0	41936	gltf,blend,fbx	decorative,lighting,vintage,antique,ornate,fancy,brass,pattern,candleholders,elegant,classic,ornamental	models
brass_diya_lantern	Brass Diya Lantern	Bhargav Kubal	CC0 1.0	12742	gltf,blend,fbx	decorative,lighting,lighting,brass,metal,lamp,candle,light,cultural,hanging	models
brass_goblets	Brass Goblets	Tina	CC0 1.0	9600	gltf,blend,fbx	props,dishes,decorative,containers,vintage,old,antique,fancy,brass,cup,chalice,goblet,engraved,ornate,container	models
brass_pan_01	Brass Pan 01	Rico Cilliers	CC0 1.0	4340	gltf,blend,fbx	props,containers,decorative,dishes,brass,pan,copper,old,metal,prop,container,cooking,pot,cookware,decorative,fancy,gold	models
brass_pot_01	Brass Pot 01	Rico Cilliers	CC0 1.0	3760	gltf,blend,fbx	props,containers,decorative,brass,metal,prop,pot,cooking,container,pattern,decorative,copper,old,fancy,cookware	models
brass_pot_02	Brass Pot 02	Rico Cilliers	CC0 1.0	3344	gltf,blend,fbx	props,dishes,containers,decorative,brass,metal,prop,cooking,container,pot,cookware,pan,gold,copper	models
brass_vase_01	Brass Vase 01	Rico Cilliers	CC0 1.0	21440	gltf,blend,fbx	decorative,vases,brass,antique,metal,ancient,artifact,vase,old,clean	models
brass_vase_02	Brass Vase 02	Rico Cilliers	CC0 1.0	6890	gltf,blend,fbx	decorative,vases,brass,antique,metal,ancient,old,gold,container,vase,clean,ornate,decorative,pattern	models
brass_vase_03	Brass Vase 03	Rico Cilliers	CC0 1.0	2616	gltf,blend,fbx	containers,props,decorative,vases,metal,prop,brass,decorative,ornate,vase,gold,pitcher,copper,container,pattern,old,antique,fancy,decor	models
brass_vase_04	Brass Vase 04	Rico Cilliers	CC0 1.0	2760	gltf,blend,fbx	containers,props,vases,dishes,vintage,fancy,metal,brass,copper,old,vase,pitcher,ornate,pattern	models
bronze_ray_statue	Bronze Ray Statue	Tina	CC0 1.0	1844	gltf,blend,fbx	decorative,collection: project_lighthouse,sculpture,ornate,artwork,art,statue,ornamental,manta ray,stingray,underwater	models
bronze_shark_statue	Bronze Shark Statue	Tina	CC0 1.0	7334	gltf,blend,fbx	decorative,collection: project_lighthouse,sculpture,ornate,artwork,art,statue,ornamental,underwater,shark,fish	models
bronze_whale_statue	Bronze Whale Statue	Tina	CC0 1.0	3816	gltf,blend,fbx	decorative,collection: project_lighthouse,sculpture,ornate,artwork,art,statue,ornamental,underwater,whale,fish	models
bull_head	Bull Head	Tina	CC0 1.0	17148	gltf,blend,fbx	decorative,antique,vintage,old,ornate,statue,sculpture,animal,art,wildlife	models
bunsen_burner	Bunsen Burner	BKS	CC0 1.0	8434	gltf,blend,fbx	collection: project_lighthouse,props,industrial,tools,chemistry,lab,equipment,gas,science,testing,laboratory	models
caged_hanging_light	Caged Hanging Light	Ulan Cabanilla	CC0 1.0	22893	gltf,blend,fbx	collection: project_lighthouse,lighting,industrial,industrial,warehouse,ceiling-mounted,fluorescent,chain,utility,infrastructure,electrical,bunker	models
calathea_orbifolia_01	Calathea Orbifolia 01	Rob Tuytel, Rico Cilliers	CC0 1.0	16688	gltf,blend,fbx	plants,nature,ground cover,collection: smugglers_cove,nature,bush,leaf,shrub,green,leaves,forest,plant,jungle,outdoor,botany,decorative	models
can_rusted	Can Rusted	Rahul Chaudhary	CC0 1.0	3520	gltf,blend,fbx	containers,collection: the_shed,shed,rubbish,dirty,outdoor,clutter,garage,used,old	models
cannon_01	Cannon 01	Yann Kervran, James Ray Cock	CC0 1.0	41444	gltf,blend,fbx	props,rigged,collection: smugglers_cove,cannon,gun,gunpowder,pirates,cove,barrel,old,wooden,prop,cast iron,cast,iron,metal,colonial,maritime,ship,weapon	models
cardboard_box_01	Cardboard Box 01	Rahul Chaudhary	CC0 1.0	16952	gltf,blend,fbx	industrial,containers,collection: the_shed,warehouse,shed,storage,box,paper,worn,old,broken,damaged,garage	models
carrot_cake	Carrot Cake	Greg Zaal, James Ray Cock	CC0 1.0	13790	gltf,blend,fbx	food,props,baked goods,cake,carrot,food,bakery,dish,cooking,dessert	models
carved_wooden_elephant	Carved Wooden Elephant	Greg Zaal	CC0 1.0	2752	gltf,blend,fbx	props,decorative,wood,wooden,woodwork,statue,carved,animal	models
carved_wooden_plate	Carved Wooden Plate	Jan Martens	CC0 1.0	2112	gltf,blend,fbx	props,decorative,dishes,vintage,wood,antique,carved,hand made,crafted,fruitbowl,plate	models
cassette_player	Cassette Player	Oday Abuzaeed	CC0 1.0	4830	gltf,blend,fbx	props,electronics,walkman,vintage,device,audio,retro,music,gadget,nostalgia,portable,cassette tape,analog,old school,classic	models
ceiling_fan	Ceiling Fan	Ulan Cabanilla	CC0 1.0	16356	gltf,blend,fbx	appliances,electronics,utility,ceiling,air circulation,ventilation,fixture,cooling,fan,interior	models
celandine_01	Celandine 01	Rob Tuytel, Rico Cilliers	CC0 1.0	1746764	gltf,blend,fbx	nature,plants,ground cover,flowers,field,nature,green,shrub,plant,outdoor,leaf,botany,leaves,meadow,floral,flower,small,natural,celandine	models
cement_bag	Cement Bag	PierreB3D	CC0 1.0	844	gltf,blend,fbx	props,collection: project_lighthouse,industrial,warehouse,factory,building,construction,cement,cement bag,building material,building supply,construction supply	models
ceramic_pot	Ceramic Pot	Aron Łyczek	CC0 1.0	3592	gltf,blend,fbx	containers,props,decorative,dishes,collection: project_lighthouse,earthenware,glazed,aged,weathered,ceramic	models
ceramic_vase_01	Ceramic Vase 01	James Ray Cock	CC0 1.0	2548	gltf,blend,fbx	vases,containers,decorative,pot,clean,tall,modern,fancy,decor	models
ceramic_vase_02	Ceramic Vase 02	James Ray Cock	CC0 1.0	2756	gltf,blend,fbx	decorative,containers,vases,fancy,modern,vase,decor,clay,pot,painted	models
ceramic_vase_03	Ceramic Vase 03	James Ray Cock	CC0 1.0	2784	gltf,blend,fbx	containers,decorative,vases,clay,pot,exterior,decor,painted,vase,tall,modern,fancy	models
ceramic_vase_04	Ceramic Vase 04	James Ray Cock	CC0 1.0	2224	gltf,blend,fbx	containers,decorative,vases,fancy,modern,vase,decor,painted,jug,clay,pot	models
cheiridopsis_succulent	Cheiridopsis Succulent	James Ray Cock, Jenelle van Heerden	CC0 1.0	198888	gltf,blend,fbx	collection: namaqualand,nature,plants,ground cover,karoo,desert,south africa,succulent,quartz,tiny,aloe,cactus,flower	models
chemistry_set	Chemistry Set	Jiří Ptáček	CC0 1.0	41958	gltf,blend,fbx	collection: project_lighthouse,industrial,props,tools,laboratory,science,chemistry,glassware,equipment,testing,lab,retort stand,test tubes,burette clamp,graduated cylinder,beaker	models
chess_set	Chess Set	Riley Queen	CC0 1.0	76920	gltf,blend,fbx	decorative,props,boardgame,game,old,decor,home,vintage,antique,tabletop,display piece,ornamental,elegant	models
chinese_armchair	Chinese Armchair	Kirill Sannikov	CC0 1.0	2675	gltf,blend,fbx	furniture,seating,vintage,antique,ornate,chinese,asian,varnished,elegant,wooden,traditional	models
chinese_cabinet	Chinese Cabinet	Kirill Sannikov	CC0 1.0	15668	gltf,blend,fbx	shelves,furniture,old,wooden,vintage,antique,ornate,traditional,asian,elegant,ornamental	models
chinese_chandelier	Chinese Chandelier	Kirill Sannikov	CC0 1.0	7828	gltf,blend,fbx	lighting,decorative,vintage,antique,old,wooden,ornate,traditional,asian	models
chinese_commode	Chinese Commode	Kirill Sannikov	CC0 1.0	6775	gltf,blend,fbx	furniture,shelves,vintage,antique,wooden,ornate,asian,traditional,cabinet	models
chinese_console_table	Chinese Console Table	Kirill Sannikov	CC0 1.0	13648	gltf,blend,fbx	table,furniture,vintage,antique,wooden,ornate,traditional,asian	models
chinese_screen_panels	Chinese Screen Panels	Kirill Sannikov	CC0 1.0	784	gltf,blend,fbx	furniture,vintage,antique,old,wooden,ornate,asian,divider,wall	models
chinese_sofa	Chinese Sofa	Kirill Sannikov	CC0 1.0	704	gltf,blend,fbx	furniture,seating,vintage,antique,wooden,ornate,traditional,fancy	models
chinese_stool	Chinese Stool	Kirill Sannikov	CC0 1.0	1090	gltf,blend,fbx	seating,furniture,vintage,antique,wooden,ornate,traditional,asian	models
chinese_tea_table	Chinese Tea Table	Kirill Sannikov	CC0 1.0	2508	gltf,blend,fbx	table,furniture,vintage,antique,old,wooden,ornate,traditional	models
cigarette_case	Cigarette Case	Michał Wiśniewski	CC0 1.0	16912	gltf,blend,fbx	collection: project_lighthouse,props,cigarette pack,cigarette holder,metal tin,smoking,accessories	models
cigarette_pack	Cigarette Pack	Ulrich Büch	CC0 1.0	7582	gltf,blend,fbx	containers,props,collection: project_lighthouse,smoking,tabacco,cigarette pack,flip-top box	models
circuit_board	Circuit Board	Benny Weimer	CC0 1.0	14430	gltf,blend,fbx	collection: project_lighthouse,electronics,computer,components,chip,motherboard,pc hardware,connectors,wiring,power supply,circuit,power,electrical	models
classic_laptop	Classic Laptop	Arrangemonk	CC0 1.0	14450	gltf,blend,fbx	collection: project_lighthouse,office,electronics,old,vintage,beige,notebook,lcd,trackball	models
cleaner_tin_01	Cleaner Tin 01	Tom Phillips	CC0 1.0	3560	gltf,blend,fbx	containers,tools,industrial,collection: the_shed,shed,workshop,metal,lubricant,oil,construction,garage	models
clipboard	Clipboard	ProgrammerOnCoffee	CC0 1.0	6176	gltf,blend,fbx	collection: project_lighthouse,office,props,writing,desk,stationery,metal,scratched	models
coast_land_rocks_02	Coast Land Rocks 02	Rob Tuytel, Rico Cilliers	CC0 1.0	2420895	gltf,blend,fbx	nature,rocks,collection: smugglers_cove,rocks,coastal,landscape,formation,seaside,shore,geology,pebbles,weathered,stones,rock,sand,beach,shoreline	models
coast_land_rocks_03	Coast Land Rocks 03	Rob Tuytel, Rico Cilliers	CC0 1.0	2056223	gltf,blend,fbx	nature,rocks,collection: smugglers_cove,rocks,formation,coastal,landscape,seaside,shore,geology,pebbles,weathered,beach,stones,rock,shoreline	models
coast_land_rocks_04	Coast Land Rocks 04	Rob Tuytel, Rico Cilliers	CC0 1.0	2037497	gltf,blend,fbx	nature,rocks,collection: smugglers_cove,landscape,rocks,shore,coastal,geology,shoreline,rock,stones,pebbles,weathered,beach,sand,rock face,seaside,cove	models
coast_line_01	Coast Line 01	Rob Tuytel, Rico Cilliers	CC0 1.0	1011543	gltf,blend,fbx	nature,rocks,collection: smugglers_cove,coast,shoreline,coastline,seaside,shore,coastal,geology,rock,rocks,stones,formation,weathered,landscape,ocean,cove,beach	models
coast_line_02	Coast Line 02	Rob Tuytel, Rico Cilliers	CC0 1.0	1419259	gltf,blend,fbx	nature,rocks,collection: smugglers_cove,landscape,rocks,coastal,rock,shoreline,shore,geology,stones,formation,weathered,pebbles,beach,sand,cove,coastal formations,coastline,seaside	models
coast_rocks_01	Coast Rocks 01	Rob Tuytel, Rico Cilliers	CC0 1.0	1274876	gltf,blend,fbx	nature,rocks,collection: smugglers_cove,rocks,seaside,shore,coastal,stones,rock,landscape,geology,shoreline,pebbles,formation,weathered	models
coast_rocks_02	Coast Rocks 02	Rob Tuytel, Rico Cilliers	CC0 1.0	2363290	gltf,blend,fbx	nature,rocks,collection: smugglers_cove,seaside,rocks,formation,landscape,shore,geology,coastal,shoreline,stones,rock,weathered	models
coast_rocks_03	Coast Rocks 03	Rob Tuytel, Rico Cilliers	CC0 1.0	1525242	gltf,blend,fbx	nature,rocks,collection: smugglers_cove,rocks,seaside,stones,formation,landscape,shore,rock,shoreline,coastal,pebbles,weathered,beach,sand	models
coast_rocks_05	Coast Rocks 05	Rob Tuytel	CC0 1.0	1446981	gltf,blend,fbx	nature,rocks,collection: smugglers_cove,collection: verdant_trail,rocks,coastal,maritime,ocean,stone,reef,formation,landscape,seaside,shore,geology,pebbles,seaweed,weathered	models
coastal_cliff_01	Coastal Cliff 01	Rob Tuytel, Rico Cilliers	CC0 1.0	865917	gltf,blend,fbx	nature,collection: smugglers_cove,cliff,ocean,rocks,maritime,cove,formation,rock face,seaside,landscape,geology,shore,shoreline,coastal,stones,rock,coastal formations	models
coastal_cliff_02	Coastal Cliff 02	Rob Tuytel	CC0 1.0	1768655	gltf,blend,fbx	nature,collection: smugglers_cove,collection: verdant_trail,cliff,ocean,rocks,maritime,cove,formation,rock face,seaside,landscape	models
coastal_cliff_04	Coastal Cliff 04	Rob Tuytel, Rico Cilliers	CC0 1.0	2883111	gltf,blend,fbx	nature,rocks,collection: smugglers_cove,collection: verdant_trail,cliff,landscape,seaside,formation,geology,shoreline,coastal,rock,weathered,rock face,coastal formations,shore	models
coffee_table_round_01	Coffee Table Round 01	Ulan Cabanilla	CC0 1.0	4044	gltf,blend,fbx	furniture,table,modern,marble,tea,coffee,metal,sleek,contemporary,cocktail	models
combination_wrench	Combination Wrench	BKS	CC0 1.0	1986	gltf,blend,fbx	collection: project_lighthouse,tools,industrial,garage,workshop,construction,scratched	models
compost_bag_02	Compost Bag 02	Satyaki Mandal	CC0 1.0	12096	gltf,blend,fbx	containers,industrial,collection: the_shed,outdoor,botany,greenhouse,landscaping,shed,gardening,fertilizer,soil	models
compost_bags	Compost Bags	James Ray Cock	CC0 1.0	18708	gltf,blend,fbx	props,collection: the_shed,garden,shed,planting,gardening,landscaping,fertilizer,compost,greenhouse,farm,farmhouse	models
concrete_cat_statue	Concrete Cat Statue	Rico Cilliers, Riley Queen	CC0 1.0	11950	gltf,blend,fbx	decorative,garden,outdoor,landscaping,gardening,statue,concrete,sculpture,cat,lawn decoration	models
concrete_road_barrier	Concrete Road Barrier	Amal Kumar	CC0 1.0	80776	gltf,blend,fbx	industrial,structures,collection: hidden_alley,road barrier,traffic barrier,safety barrier,wall,road,road block,blockade,partition,infrastructure	models
concrete_road_barrier_02	Concrete Road Barrier 02	Amal Kumar	CC0 1.0	42578	gltf,blend,fbx	industrial,structures,collection: hidden_alley,road barrier,traffic barrier,safety barrier,wall,road,road block,blockade	models
covered_car	Covered Car	MP	CC0 1.0	12592	gltf,blend,fbx	props,industrial,collection: hidden_alley,garage,stored,vehicle,car,workshop,mechanic,automotive,repair shop,junkyard,scrapyard	models
croissant	Croissant	Greg Zaal, Dario Barresi	CC0 1.0	1990	gltf,blend,fbx	props,food,food,pastry,baked goods,french,breakfast,bakery,savory	models
cross_pein_hammer	Cross Pein Hammer	Tics	CC0 1.0	2124	gltf,blend,fbx	collection: project_lighthouse,props,tools,old,vintage,antique,wooden,hammer,blacksmith,rustic,aged,worn	models
crowbar_01	Crowbar 01	Alexander Otterbeck	CC0 1.0	2300	gltf,blend,fbx	tools,industrial,props,collection: the_shed,metal,shed,workshop,garage,used,dirty,construction,carpentry,nails,farmhouse	models
crystalline_iceplant	Crystalline Iceplant	James Ray Cock, Jenelle van Heerden	CC0 1.0	23487	gltf,blend,fbx	nature,plants,ground cover,collection: namaqualand,leaf,small,succulent,foliage,leaves,karoo,botanical,south africa	models
dandelion_01	Dandelion 01	Rob Tuytel, Rico Cilliers	CC0 1.0	64099	gltf,blend,fbx	plants,flowers,nature,ground cover,plant,nature,green,shrub,outdoor,leaf,bush,botany,field,flower,meadow,foliage,small,floral	models
dartboard	Dartboard	Satyaki Mandal	CC0 1.0	6800	gltf,blend,fbx	props,decorative,wall decoration,collection: the_shed,shed,bar,activities,darts,game,toy,pub,sports,sport,fun,entertainment,competition,target,bullseye,indoor games	models
dead_quiver_branch_01	Dead Quiver Branch 01	Greg Zaal, Jenelle van Heerden	CC0 1.0	14834	gltf,blend,fbx	nature,plants,ground cover,collection: namaqualand,karoo,south africa,desert,botanical,dried,stick,debris	models
dead_quiver_branch_02	Dead Quiver Branch 02	Greg Zaal, Jenelle van Heerden	CC0 1.0	14386	gltf,blend,fbx	nature,collection: namaqualand,plants,ground cover,south africa,karoo,dry,debris,log,decayed,dried,stick,desert	models
dead_quiver_trunk	Dead Quiver Trunk	James Ray Cock, Dario Barresi, Rico Cilliers	CC0 1.0	33706	gltf,blend,fbx	collection: namaqualand,nature,trees,karoo,south africa,dry,dried,dead,decayed,debris,log,stump,dead tree	models
dead_tree_trunk	Dead Tree Trunk	Rob Tuytel	CC0 1.0	101802	gltf,blend,fbx	nature,plants,ground cover,collection: pine_forest,collection: verdant_trail,log,dead tree,tree,trunk,bark,natural,foliage,nature,forest,plant,dead,dry,woodland,decayed,rough texture,forest floor	models
dead_tree_trunk_02	Dead Tree Trunk 02	Jenelle van Heerden, Rico Cilliers	CC0 1.0	155864	gltf,blend,fbx	nature,plants,trees,collection: verdant_trail,trunk,log,tree trunk,dead,decayed,dry,rough texture,forest floor,stump,bark,woodland,debris,environment,ground cover	models
decorative_book_set_01	Decorative Book Set 01	James Ray Cock	CC0 1.0	112560	gltf,blend,fbx	props,decorative,books,bookshelf,books,reading,library,collection	models
